"species","synonyms"
"Leptopelis bufonides","Leptopelis bufonides"
"Leptopelis calcaratus","Hylambates calcaratus"
"Leptopelis calcaratus","Leptopelis (Leptopelis) calcaratus"
"Leptopelis calcaratus","Leptopelis calcaratus"
"Leptopelis calcaratus","Leptopelis calcaratus calcaratus"
"Leptopelis calcaratus","Leptopelis calcaratus meridionalis"
"Leptopelis christyi","Hylambates christyi"
"Leptopelis christyi","Leptopelis budduensis"
"Leptopelis christyi","Leptopelis christyi"
"Leptopelis christyi","Leptopelis notatus christyi"
"Leptopelis concolor","Leptopelis argenteus concolor"
"Leptopelis concolor","Leptopelis concolor"
"Leptopelis crystallinoron","Leptopelis crystallinoron"
"Leptopelis cynnamomeus","Hylambates cynnamomeus"
"Leptopelis cynnamomeus","Leptopelis cinnamomeus"
"Leptopelis cynnamomeus","Leptopelis cynnamomeus"
"Leptopelis cynnamomeus","Leptopelis moeroensis"
"Leptopelis cynnamomeus","Leptopelis viridis cinnamomeus"
"Leptopelis cynnamomeus","Leptopelis viridis cynnamomeus"
"Leptopelis fenestratus","Leptopelis fenestratus"
"Leptopelis fiziensis","Leptopelis fiziensis"
"Leptopelis fiziensis","Leptopelis modestus fiziensis"
"Leptopelis flavomaculatus","Hylambates johnstoni"
"Leptopelis flavomaculatus","Hyperolius flavomaculatus"
"Leptopelis flavomaculatus","Leptopelis barbouri"
"Leptopelis flavomaculatus","Leptopelis flavomaculatus"
"Leptopelis flavomaculatus","Leptopelis johnstoni"
"Leptopelis flavomaculatus","Megalixalus flavomaculatus"
"Leptopelis flavomaculatus","Rappia flavomaculata"
"Leptopelis gramineus","Leptopelis gramineus"
"Leptopelis gramineus","Leptopelis rugosus"
"Leptopelis gramineus","Megalixalus gramineus"
"Leptopelis gramineus","Pseudocassina ocellata"
"Leptopelis gramineus","Pseudocassina rugosa"
"Leptopelis grandiceps","Heteropelis usambarae"
"Leptopelis grandiceps","Leptopelis (Heteropelis) usambarae"
"Leptopelis grandiceps","Leptopelis grandiceps"
"Leptopelis grandiceps","Leptopelis usambarae"
"Leptopelis jordani","Leptopelis jordani"
"Leptopelis karissimbensis","Leptopelis karissimbensis"
"Leptopelis kivuensis","Leptopelis graueri"
"Leptopelis kivuensis","Leptopelis kivuensis"
"Leptopelis kivuensis","Leptopelis rugegensis"
"Leptopelis lebeaui","Hylambates lebeaui"
"Leptopelis lebeaui","Leptopelis flavomaculatus lebeaui"
"Leptopelis lebeaui","Leptopelis lebeaui"
"Leptopelis mackayi","Leptopelis mackayi"
"Leptopelis macrotis","Leptopelis macrotis"
"Leptopelis marginatus","Hylambates marginatus"
"Leptopelis marginatus","Leptopelis marginatus"
"Leptopelis millsoni","Hylambates millsoni"
"Leptopelis millsoni","Leptopelis (Leptopelis) millsoni"
"Leptopelis millsoni","Leptopelis guineensis"
"Leptopelis millsoni","Leptopelis millsoni"
"Leptopelis modestus","Hylambates rufus var. modesta"
"Leptopelis modestus","Hylambates rufus var. ventrimaculata"
"Leptopelis modestus","Leptopelis modestus"
"Leptopelis modestus","Leptopelis modestus modestus"
"Leptopelis mossambicus","Leptopelis mossambicus"
"Leptopelis mtoewaate","Leptopelis mtoewaate"
"Leptopelis natalensis","Eucnemis bucephalus"
"Leptopelis natalensis","Hylambates (Leptopelis) natalensis"
"Leptopelis natalensis","Hylambates natalensis"
"Leptopelis natalensis","Leptopelis natalensis"
"Leptopelis natalensis","Polypedates natalensis"
"Leptopelis nordequatorialis","Leptopelis anchietae nordequatorialis"
"Leptopelis nordequatorialis","Leptopelis nordequatorialis"
"Leptopelis notatus","Elaphromantis notatus"
"Leptopelis notatus","Habrahyla eiselti"
"Leptopelis notatus","Hylambates cubito-albus"
"Leptopelis notatus","Hylambates notatus"
"Leptopelis notatus","Hylambates rufus var. notata"
"Leptopelis notatus","Hylambates tessmanni"
"Leptopelis notatus","Leptopelis (Elaphromantis) notatus"
"Leptopelis notatus","Leptopelis (Leptopelis) tessmanni"
"Leptopelis notatus","Leptopelis notatus"
"Leptopelis notatus","Leptopelis notatus tessmanni"
"Leptopelis notatus","Leptopelis tessmanni"
"Leptopelis occidentalis","Leptopelis occidentalis"
"Leptopelis ocellatus","Hylambates ocellatus"
"Leptopelis ocellatus","Leptopelis acuticeps"
"Leptopelis ocellatus","Leptopelis ocellatus"
"Leptopelis ocellatus","Leptopelis ocellatus ocellatus"
"Leptopelis ocellatus","Leptopelis ocellatus schiotzi"
"Leptopelis oryi","Leptopelis oryi"
"Leptopelis palmatus","Hylambates palmatus"
"Leptopelis palmatus","Leptopelis palmatus"
"Leptopelis parbocagii","Leptopelis parbocagii"
"Leptopelis parkeri","Heteropelis parkeri"
"Leptopelis parkeri","Leptopelis (Heteropelis) parkeri"
"Leptopelis parkeri","Leptopelis martiensseni"
"Leptopelis parkeri","Leptopelis parkeri"
"Leptopelis parvus","Leptopelis parvus"
"Leptopelis ragazzii","Hylambates ragazzii"
"Leptopelis ragazzii","Leptopelis ragazzii"
"Leptopelis rufus","Hylambates rufus"
"Leptopelis rufus","Leptopelis rufus"
"Leptopelis spiritusnoctis","Leptopelis spiritusnoctis"
"Leptopelis susanae","Leptopelis susanae"
"Leptopelis uluguruensis","Heteropelis uluguruensis"
"Leptopelis uluguruensis","Leptopelis (Heteropelis) uluguruensis"
"Leptopelis uluguruensis","Leptopelis amaniensis"
"Leptopelis uluguruensis","Leptopelis tanganus"
"Leptopelis uluguruensis","Leptopelis uluguruensis"
"Leptopelis vannutellii","Hylambates vannutellii"
"Leptopelis vannutellii","Leptopelis vannutellii"
"Leptopelis vermiculatus","Hylambates vermiculatus"
"Leptopelis vermiculatus","Leptopelis signifer"
"Leptopelis vermiculatus","Leptopelis vermiculatus"
"Leptopelis viridis","Hylambates hyloides"
"Leptopelis viridis","Hylambates viridis"
"Leptopelis viridis","Leptopelis (Taphriomantis) viridis"
"Leptopelis viridis","Leptopelis hyloides"
"Leptopelis viridis","Leptopelis liberiensis"
"Leptopelis viridis","Leptopelis nanus"
"Leptopelis viridis","Leptopelis togoensis"
"Leptopelis viridis","Leptopelis viridis"
"Leptopelis viridis","Taphriomantis viridis"
"Leptopelis xenodactylus","Leptopelis xenodactylus"
"Leptopelis yaldeni","Leptopelis yaldeni"
"Leptopelis zebra","Leptopelis zebra"
"Ascaphus montanus","Ascaphus montanus"
"Ascaphus montanus","Ascaphus truei montanus"
"Ascaphus truei","Ascaphus truei"
"Ascaphus truei","Ascaphus truei californicus"
"Ascaphus truei","Ascaphus truei truei"
"Atelognathus nitoi","Atelognathus ceii"
"Atelognathus nitoi","Atelognathus jeinimenensis"
"Atelognathus nitoi","Atelognathus nitoi"
"Atelognathus nitoi","Atelognathus salai"
"Atelognathus nitoi","Telmatobius nitoi"
"Atelognathus patagonicus","Atelognathus patagonicus"
"Atelognathus patagonicus","Batrachophrynus patagonicus"
"Atelognathus patagonicus","Telmatobius patagonicus"
"Atelognathus praebasalticus","Alsodes praebasalticus"
"Atelognathus praebasalticus","Atelognathus praebasalticus"
"Atelognathus praebasalticus","Atelognathus praebasalticus agilis"
"Atelognathus praebasalticus","Atelognathus praebasalticus dobeslawi"
"Atelognathus praebasalticus","Atelognathus praebasalticus luisi"
"Atelognathus praebasalticus","Telmatobius praebasalticus"
"Atelognathus praebasalticus","Telmatobius praebasalticus agilis"
"Atelognathus praebasalticus","Telmatobius praebasalticus dobeslawi"
"Atelognathus praebasalticus","Telmatobius praebasalticus luisi"
"Atelognathus praebasalticus","Telmatobius praebasalticus praebasalticus"
"Atelognathus reverberii","Alsodes reverberii"
"Atelognathus reverberii","Atelognathus reverberii"
"Atelognathus reverberii","Telmatobius reverberii"
"Atelognathus solitarius","Atelognathus solitarius"
"Atelognathus solitarius","Telmatobius solitarius"
"Batrachyla antartandica","Batrachyla antartandica"
"Batrachyla antartandica","Eupsophus antartandicus"
"Batrachyla fitzroya","Batrachyla fitzroya"
"Batrachyla leptopus","Batrachyla leptopodus"
"Batrachyla leptopus","Batrachyla leptopus"
"Batrachyla leptopus","Eleutherodactylus leptopus"
"Batrachyla leptopus","Hilodes brevipes"
"Batrachyla leptopus","Hilodes cardioglossa"
"Batrachyla leptopus","Hilodes chonotica"
"Batrachyla leptopus","Hilodes fitzingeri"
"Batrachyla leptopus","Hilodes granulatus"
"Batrachyla leptopus","Hilodes leptopus"
"Batrachyla leptopus","Hilodes macromeros"
"Batrachyla leptopus","Hilodes melanogastra"
"Batrachyla leptopus","Hylodes (Batrachyla) leptopus"
"Batrachyla leptopus","Hylodes brevipes"
"Batrachyla leptopus","Hylodes cardioglossa"
"Batrachyla leptopus","Hylodes fitzingeri"
"Batrachyla leptopus","Hylodes gracilis"
"Batrachyla leptopus","Hylodes granulatus"
"Batrachyla leptopus","Hylodes leptopus"
"Batrachyla leptopus","Hylodes macromeros"
"Batrachyla leptopus","Hylodes melanogastra"
"Batrachyla leptopus","Hylodes stenocephala"
"Batrachyla nibaldoi","Batrachyla nibaldoi"
"Batrachyla taeniata","Alsodes bivittatus"
"Batrachyla taeniata","Batrachyla glandulosa"
"Batrachyla taeniata","Batrachyla taeniata"
"Batrachyla taeniata","Borborocoetes hidalgi"
"Batrachyla taeniata","Borborocoetes taeniatus"
"Batrachyla taeniata","Borborocoetes taeniatus var. albovittata"
"Batrachyla taeniata","Borborocoetes taeniatus var. bilineata"
"Batrachyla taeniata","Borborocoetes taeniatus var. intermedia"
"Batrachyla taeniata","Borborocoetes taeniatus var. modesta"
"Batrachyla taeniata","Borborocoetes taeniatus var. ornata"
"Batrachyla taeniata","Borborocoetes taeniatus var. rufodorsata"
"Batrachyla taeniata","Cystignathus glandulosus"
"Batrachyla taeniata","Cystignathus hidalgoi"
"Batrachyla taeniata","Cystignathus macrodactylus"
"Batrachyla taeniata","Cystignathus taeniatus"
"Batrachyla taeniata","Dendrobates lateralis"
"Batrachyla taeniata","Eupsophus taeniatus"
"Batrachyla taeniata","Hylaplesia lateralis"
"Batrachyla taeniata","Litoria glandulosa"
"Chaltenobatrachus grandisonae","Atelognathus grandisonae"
"Chaltenobatrachus grandisonae","Chaltenobatrachus grandisonae"
"Chaltenobatrachus grandisonae","Telmatobius grandisonae"
"Hylorina sylvatica","Cystignathus aeneus"
"Hylorina sylvatica","Eupsophus sylvaticus"
"Hylorina sylvatica","Hilorina andina"
"Hylorina sylvatica","Hilorina longipes"
"Hylorina sylvatica","Hilorina silvatica"
"Hylorina sylvatica","Hylorhina aenea"
"Hylorina sylvatica","Hylorhina sylvatica"
"Hylorina sylvatica","Hylorhinus silvatica"
"Hylorina sylvatica","Hylorina andina"
"Hylorina sylvatica","Hylorina longipes"
"Hylorina sylvatica","Hylorina sylvatica"
"Barbourula busuangensis","Barbourula busuangensis"
"Barbourula kalimantanensis","Barbourula kalimantanensis"
"Bombina bombina","Bombina (Bombina) bombina"
"Bombina bombina","Bombina bombina"
"Bombina bombina","Bombina bombina arifiyensi"
"Bombina bombina","Bombina bombina danubialis"
"Bombina bombina","Bombina bombina var. viridis"
"Bombina bombina","Bombina ignea"
"Bombina bombina","Bombinator bombina"
"Bombina bombina","Bombinator igneus"
"Bombina bombina","Bombinator variegatus bombina"
"Bombina bombina","Bombitator bombinus"
"Bombina bombina","Buffo ignicolor"
"Bombina bombina","Bufo (Bombinator) bombina"
"Bombina bombina","Bufo bombina"
"Bombina bombina","Bufo bombinus"
"Bombina bombina","Bufo cruentus"
"Bombina bombina","Bufo igneus"
"Bombina bombina","Bufo pluvialis"
"Bombina bombina","Rana bombina"
"Bombina bombina","Rana cruenta"
"Bombina bombina","Rana ignea"
"Bombina maxima","Bombina (Glandula) maxima"
"Bombina maxima","Bombina (Grobina) maxima"
"Bombina maxima","Bombina maxima"
"Bombina maxima","Bombina maxima maxima"
"Bombina maxima","Bombinator maximus"
"Bombina maxima","Glandula maxima"
"Bombina maxima","Grobina maxima"
"Bombina microdeladigitora","Bombina (Glandula) fortinuptialis"
"Bombina microdeladigitora","Bombina (Glandula) microdeladigitora"
"Bombina microdeladigitora","Bombina (Grobina) fortinuptialis"
"Bombina microdeladigitora","Bombina (Grobina) lichuanensis"
"Bombina microdeladigitora","Bombina (Grobina) microdeladigitora"
"Bombina microdeladigitora","Bombina fortinuptialis"
"Bombina microdeladigitora","Bombina lichuanensis"
"Bombina microdeladigitora","Bombina maxima microdeladigitora"
"Bombina microdeladigitora","Bombina microdeladigitora"
"Bombina microdeladigitora","Glandula fortinuptialis"
"Bombina microdeladigitora","Glandula microdeladigitora"
"Bombina microdeladigitora","Grobina fortinuptialis"
"Bombina microdeladigitora","Grobina lichuanensis"
"Bombina microdeladigitora","Grobina microdeladigitora"
"Bombina orientalis","Bombina (Bombina) orientalis"
"Bombina orientalis","Bombina orientalis"
"Bombina orientalis","Bombina orientalis var. praticola"
"Bombina orientalis","Bombina orientalis var. silvatica"
"Bombina orientalis","Bombinator orientalis"
"Bombina pachypus","Bombina pachypus"
"Bombina pachypus","Bombina variegata pachypus"
"Bombina pachypus","Bombinator pachypus"
"Bombina variegata","Bombina (Bombina) variegata"
"Bombina variegata","Bombina igneus var. brevipes"
"Bombina variegata","Bombina maculatus"
"Bombina variegata","Bombina salsa"
"Bombina variegata","Bombina salsa var. csikii"
"Bombina variegata","Bombina variegata"
"Bombina variegata","Bombina variegata csikii"
"Bombina variegata","Bombina variegata gracilis"
"Bombina variegata","Bombina variegata kolombatovici"
"Bombina variegata","Bombina variegata scabra"
"Bombina variegata","Bombina variegata variegata"
"Bombina variegata","Bombinator appeninicus"
"Bombina variegata","Bombinator brevipes"
"Bombina variegata","Bombinator pachypus var. brevipes"
"Bombina variegata","Bombinator pachypus var. Kolombatovici"
"Bombina variegata","Bombinator pachypus var. nigriventris"
"Bombina variegata","Bombinator scaber"
"Bombina variegata","Bombinator variegata"
"Bombina variegata","Bufo salsus"
"Bombina variegata","Rana salsa"
"Bombina variegata","Rana sonans"
"Bombina variegata","Rana variegata"
"Atopophrynus syntomopus","Atopophrynus syntomopus"
"Brachycephalus actaeus","Brachycephalus actaeus"
"Brachycephalus albolineatus","Brachycephalus albolineatus"
"Brachycephalus alipioi","Brachycephalus alipioi"
"Brachycephalus atelopoide","Brachycephalus atelopoide"
"Brachycephalus atelopoide","Brachycephalus ephippium var. atelopoide"
"Brachycephalus auroguttatus","Brachycephalus auroguttatus"
"Brachycephalus boticario","Brachycephalus boticario"
"Brachycephalus brunneus","Brachycephalus brunneus"
"Brachycephalus bufonoides","Brachycephalus bufonoides"
"Brachycephalus bufonoides","Brachycephalus ephippium var. bufonoides"
"Brachycephalus coloratus","Brachycephalus coloratus"
"Brachycephalus crispus","Brachycephalus crispus"
"Brachycephalus curupira","Brachycephalus curupira"
"Brachycephalus darkside","Brachycephalus darkside"
"Brachycephalus didactylus","Brachycephalus didactylus"
"Brachycephalus didactylus","Psyllophryne didactyla"
"Brachycephalus ephippium","Brachycephalus aurantiacus"
"Brachycephalus ephippium","Brachycephalus ephippium"
"Brachycephalus ephippium","Bufo ephippium"
"Brachycephalus ephippium","Ephippipher aurantiacus"
"Brachycephalus ephippium","Ephippipher spixii"
"Brachycephalus ferruginus","Brachycephalus ferruginus"
"Brachycephalus fuscolineatus","Brachycephalus fuscolineatus"
"Brachycephalus garbeanus","Brachycephalus ephippium var. garbeana"
"Brachycephalus garbeanus","Brachycephalus garbeana"
"Brachycephalus garbeanus","Brachycephalus garbeanus"
"Brachycephalus guarani","Brachycephalus guarani"
"Brachycephalus hermogenesi","Brachycephalus hermogenesi"
"Brachycephalus hermogenesi","Psyllophryne hermogenesi"
"Brachycephalus izecksohni","Brachycephalus izecksohni"
"Brachycephalus leopardus","Brachycephalus leopardus"
"Brachycephalus margaritatus","Brachycephalus margaritatus"
"Brachycephalus mariaeterezae","Brachycephalus mariaeterezae"
"Brachycephalus mirissimus","Brachycephalus mirissimus"
"Brachycephalus nodoterga","Brachycephalus ephippium var. nodoterga"
"Brachycephalus nodoterga","Brachycephalus nodoterga"
"Brachycephalus olivaceus","Brachycephalus olivaceus"
"Brachycephalus pernix","Brachycephalus pernix"
"Brachycephalus pitanga","Brachycephalus pitanga"
"Brachycephalus pombali","Brachycephalus pombali"
"Brachycephalus pulex","Brachycephalus pulex"
"Brachycephalus quiririensis","Brachycephalus quiririensis"
"Brachycephalus sulfuratus","Brachycephalus sulfuratus"
"Brachycephalus toby","Brachycephalus toby"
"Brachycephalus tridactylus","Brachycephalus tridactylus"
"Brachycephalus verrucosus","Brachycephalus verrucosus"
"Brachycephalus vertebralis","Brachycephalus vertebralis"
"Ischnocnema abdita","Ischnocnema abdita"
"Ischnocnema bolbodactyla","Basanitia bolbodactyla"
"Ischnocnema bolbodactyla","Eleutherodactylus (Eleutherodactylus) bolbodactylus"
"Ischnocnema bolbodactyla","Eleutherodactylus bolbodactylus"
"Ischnocnema bolbodactyla","Eupemphix bolbodactyla"
"Ischnocnema bolbodactyla","Ischnocnema bolbodactyla"
"Ischnocnema colibri","Ischnocnema colibri"
"Ischnocnema concolor","Ischnocnema concolor"
"Ischnocnema epipeda","Eleutherodactylus (Eleutherodactylus) epipedus"
"Ischnocnema epipeda","Eleutherodactylus epipedus"
"Ischnocnema epipeda","Ischnocnema epipeda"
"Ischnocnema erythromera","Eleutherodactylus (Eleutherodactylus) erythromerus"
"Ischnocnema erythromera","Eleutherodactylus erythromerus"
"Ischnocnema erythromera","Ischnocnema erythromera"
"Ischnocnema feioi","Ischnocnema feioi"
"Ischnocnema garciai","Ischnocnema garciai"
"Ischnocnema gehrti","Basanitia gehrtii"
"Ischnocnema gehrti","Eleutherodactylus gehrti"
"Ischnocnema gehrti","Ischnocnema gehrti"
"Ischnocnema gualteri","Eleutherodactylus (Eleutherodactylus) gualteri"
"Ischnocnema gualteri","Eleutherodactylus gualteri"
"Ischnocnema gualteri","Ischnocnema gualteri"
"Ischnocnema guentheri","Eleutherodactylus (Eleutherodactylus) guentheri"
"Ischnocnema guentheri","Eleutherodactylus guentheri"
"Ischnocnema guentheri","Elosia divisa"
"Ischnocnema guentheri","Euhyas Gravenhorstii"
"Ischnocnema guentheri","Hylodes Güntheri"
"Ischnocnema guentheri","Ischnocnema guentheri"
"Ischnocnema henselii","Eleutherodactylus henselii"
"Ischnocnema henselii","Hylodes henselii"
"Ischnocnema henselii","Ischnocnema henselii"
"Ischnocnema hoehnei","Eleutherodactylus (Eleutherodactylus) hoehnei"
"Ischnocnema hoehnei","Eleutherodactylus hoehnei"
"Ischnocnema hoehnei","Ischnocnema hoehnei"
"Ischnocnema holti","Eleutherodactylus (Eleutherodactylus) holti"
"Ischnocnema holti","Eleutherodactylus holti"
"Ischnocnema holti","Eleutherodactylus unistrigatus holti"
"Ischnocnema holti","Ischnocnema holti"
"Ischnocnema izecksohni","Eleutherodactylus (Eleutherodactylus) izecksohni"
"Ischnocnema izecksohni","Eleutherodactylus izecksohni"
"Ischnocnema izecksohni","Ischnocnema izecksohni"
"Ischnocnema juipoca","Eleutherodactylus (Eleutherodactylus) juipoca"
"Ischnocnema juipoca","Eleutherodactylus juipoca"
"Ischnocnema juipoca","Ischnocnema juipoca"
"Ischnocnema karst","Ischnocnema karst"
"Ischnocnema lactea","Basanitia lactea"
"Ischnocnema lactea","Eleutherodactylus (Eleutherodactylus) lacteus"
"Ischnocnema lactea","Eleutherodactylus lactea"
"Ischnocnema lactea","Eleutherodactylus lacteus"
