"order","superfamily","family","subfamily","genus","species","url"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus macropus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-macropus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus maia","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-maia"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus malcolmsmithi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-malcolmsmithi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus microtympanum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-microtympanum"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus mittermeieri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-mittermeieri"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus mooreorum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-mooreorum"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus nanus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-nanus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus nasutus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-nasutus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus nemus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-nemus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus newtonjayawardanei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-newtonjayawardanei"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus ocularis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-ocularis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus oxyrhynchus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-oxyrhynchus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus papillosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-papillosus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus pardus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-pardus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus pleurotaenia","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-pleurotaenia"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus poppiae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-poppiae"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus popularis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-popularis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus procax","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-procax"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus puranappu","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-puranappu"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus regius","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-regius"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus reticulatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-reticulatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus rugatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-rugatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus rus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-rus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus samarakoon","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-samarakoon"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus sarasinorum","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-sarasinorum"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus schmarda","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-schmarda"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus schneideri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-schneideri"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus semiruber","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-semiruber"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus silus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-silus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus silvaticus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-silvaticus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus simba","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-simba"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus singu","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-singu"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus sirilwijesundarai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-sirilwijesundarai"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus sordidus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-sordidus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus steineri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-steineri"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus stellatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-stellatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus stictomerus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-stictomerus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus stuarti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-stuarti"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus tanu","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-tanu"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus temporalis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-temporalis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus variabilis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-variabilis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus viridis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-viridis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus wynaadensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-wynaadensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus zal","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-zal"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus zimmeri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-zimmeri"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Pseudophilautus","Pseudophilautus zorro","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Pseudophilautus/Pseudophilautus-zorro"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes agasthyaensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-agasthyaensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes akroparallagi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-akroparallagi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes anili","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-anili"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes annandalii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-annandalii"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes archeos","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-archeos"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes aureus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-aureus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes beddomii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-beddomii"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes blandus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-blandus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes bobingeri","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-bobingeri"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes bombayensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-bombayensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes chalazodes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-chalazodes"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes charius","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-charius"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes chlorosomma","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-chlorosomma"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes chotta","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-chotta"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes chromasynchysi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-chromasynchysi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes coonoorensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-coonoorensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes crustai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-crustai"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes dubois","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-dubois"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes echinatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-echinatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes flaviocularis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-flaviocularis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes flaviventris","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-flaviventris"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes ghatei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-ghatei"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes glandulosus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-glandulosus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes graminirupes","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-graminirupes"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes griet","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-griet"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes gryllus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-gryllus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes hassanensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-hassanensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes honnametti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-honnametti"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes indigo","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-indigo"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes jayarami","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-jayarami"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes johnceei","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-johnceei"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes kadalarensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-kadalarensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes kaikatti","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-kaikatti"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes kakachi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-kakachi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes lechiya","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-lechiya"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes leucolatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-leucolatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes longchuanensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-longchuanensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes luteolus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-luteolus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes manipurensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-manipurensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes manohari","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-manohari"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes marki","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-marki"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes menglaensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-menglaensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes munnarensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-munnarensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes nerostagona","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-nerostagona"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes ochlandrae","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-ochlandrae"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes parvulus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-parvulus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes ponmudi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-ponmudi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes primarrumpfi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-primarrumpfi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes ravii","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-ravii"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes resplendens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-resplendens"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes sahai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-sahai"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes shillongensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-shillongensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes signatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-signatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes silentvalley","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-silentvalley"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes sushili","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-sushili"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes terebrans","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-terebrans"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes theuerkaufi","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-theuerkaufi"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes thodai","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-thodai"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes tinniens","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-tinniens"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes travancoricus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-travancoricus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes tuberohumerus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-tuberohumerus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Raorchestes","Raorchestes uthamani","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Raorchestes/Raorchestes-uthamani"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus annamensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-annamensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus baluensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-baluensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus barisani","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-barisani"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus bengkuluensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-bengkuluensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus bifasciatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-bifasciatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus bipunctatus","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-bipunctatus"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus borneensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-borneensis"
"Anura",NA,"Rhacophoridae","Rhacophorinae","Rhacophorus","Rhacophorus calcadensis","http://research.amnh.org/vz/herpetology/amphibia/Amphibia/Anura/Rhacophoridae/Rhacophorinae/Rhacophorus/Rhacophorus-calcadensis"
